total_requests,successful_requests,failed_requests,fallback_successes,static_fallbacks,cache_hits,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,latencies_ms,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy
600,598,2,106,2,422,0.9967,0.0033,275.05,319.19,322.62,0.9815,0.7033,12,2275.3281593322754,0.080294,0.422,"[276.12337499158457, 267.5837500137277, 308.44658400746994, 282.97608299180865, 316.4759170031175, 299.1022499918472, 290.3337919851765, 273.66929198615253, 302.0562500169035, 316.1045419983566, 293.4997080010362, 264.73716701730154, 313.05941598839127, 285.00991698820144, 314.1136250051204, 292.44066699175164, 261.11983400187455, 282.24416699958965, 290.7241670181975, 285.10266699595377, 299.0812080097385, 286.8714999931399, 302.239415992517, 297.1154170227237, 296.138541016262, 311.3068749953527, 287.15145800379105, 322.9656250041444, 307.2084169834852, 311.16716598626226, 303.11574999359436, 285.1886250136886, 263.74975001090206, 309.3082499981392, 281.5140420279931, 274.8663329984993, 314.43254102487117, 294.6902499825228, 291.84295900631696, 319.13395898300223, 312.4165420013014, 305.03808401408605, 306.53904101927765, 267.6768329984043, 297.9387920058798, 318.60362499719486, 311.79075001273304, 320.5509170074947, 287.3384580016136, 323.5381669946946, 275.8690410119016, 269.3399169947952, 290.6642500020098, 309.5525419921614, 268.0795420019422, 307.0486669894308, 281.49637501337565, 310.05824997555465, 274.9902089999523, 282.6178749965038, 309.2287080071401, 312.7332089934498, 271.1150829854887, 194.31079100468196, 232.375666993903, 224.7317080036737, 242.8306249785237, 189.88591601373628, 215.66583300591446, 207.87233399460092, 233.258709020447, 234.08770799869671, 275.1875419926364, 194.0852499974426, 239.1889999853447, 226.08816699357703, 319.53333399724215, 320.5823329917621, 291.11416699015535, 268.2306249917019, 322.51329100108705, 268.67587500601076, 290.0976660021115, 312.2552089917008, 304.9996250192635, 191.50799998897128, 265.3195410093758, 316.5631250012666, 316.04083298589103, 311.8609170196578, 291.08995900605805, 305.88362499838695, 268.0968749918975, 265.6981249747332, 296.34508400340565, 206.43616700544953, 232.95220799627714, 313.4750419994816, 304.9401250027586, 311.0747500031721, 266.0535000031814, 285.32875000382774, 295.63525001867674, 306.81804099003784, 285.67187499720603, 289.1522910213098, 230.18399998545647, 192.94837498455308, 299.9374170030933, 321.9535830139648, 215.09237500140443, 300.1051660103258, 204.80870897881687, 188.11420802376233, 321.77145799505524, 198.25804099673405, 219.5593339856714, 315.9650420129765, 215.06241700262763, 190.8375830098521, 213.13600000576116, 222.10429099504836, 196.0830409952905, 279.76004101219587, 275.11554199736565, 194.38879200606607, 264.8230000049807, 289.5747080037836, 217.20874999300577, 230.08074998506345, 223.07583299698308, 205.86895899032243, 245.07854200783186, 207.1964589995332, 197.57333397865295, 234.87962497165427, 201.59908299683593, 209.12391698220745, 229.25691699492745, 208.06866700877436, 189.5817909971811, 283.42366599827074, 235.69762500119396, 199.08420799765736, 201.17179199587554, 294.0355000027921, 234.1160000069067, 214.5117920008488, 221.0338330187369, 208.14120801514946, 305.63420901307836, 202.56225002231076, 234.500458027469, 195.09187497897074, 237.6091250043828, 197.4318750144448, 206.91079102107324, 231.0992080019787, 300.2162920020055, 320.15145901823416, 212.0732500043232, 186.0674170020502, 289.10066702519543, 206.91016700584441, 187.73616701946594, 206.13766700262204, 195.95712498994544, 220.93583300011232, 190.0748749903869, 202.8735830099322, 216.2054590007756, 205.76366697787307, 190.72358301491477, 296.95629197522067, 196.9371669983957, 268.2359160098713, 202.08004201413132, 197.409833985148]",pass,pass,pass
